Unnamed: 0,name,aoi,latitude,longitude,pass,scene,tile,insitu_data_path,wlvar,datevar
291,CRMS0390-H01,louisiana,29.46555552,-90.6633755,"['244', '509']","['103R', '206R']","['052F', '103F']",CRMS0390-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
292,CRMS0392-H01,louisiana,29.45460791,-90.66736553,"['244', '509']","['103R', '206R']","['052F', '103F']",CRMS0392-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
293,CRMS0394-H01,louisiana,29.35926391,-90.85509625,"['244', '509']","['103R', '206R']","['052F', '103F']",CRMS0394-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
294,CRMS0394-M01,louisiana,29.3589876,-90.85426313,"['244', '509']","['103R', '206R']","['052F', '103F']",CRMS0394-M01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
295,CRMS0395-H01,louisiana,29.36058025,-90.88645285,"['244', '509']","['103R', '206R']","['052F', '103F']",CRMS0395-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
296,CRMS0395-M01,louisiana,29.35969664,-90.88551632,"['244', '509']","['103R', '206R']","['052F', '103F']",CRMS0395-M01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
297,CRMS0396-H01,louisiana,29.34274566,-90.88578278,"['244', '509']","['103R', '206R']","['052F', '103F']",CRMS0396-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
298,CRMS0396-M01,louisiana,29.34271287,-90.88555821,"['244', '509']","['103R', '206R']","['052F', '103F']",CRMS0396-M01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
299,CRMS0397-H01,louisiana,29.35219739,-90.26088574,"['203', '244']","['206L', '103L']","['103F', '052F']",CRMS0397-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
300,CRMS0398-H01,louisiana,29.38948374,-90.91853864,"['244', '509']","['103R', '206R']","['052F', '103F']",CRMS0398-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
301,CRMS0398-W01,louisiana,29.38624178,-90.91727605,"['244', '509']","['103R', '206R']","['052F', '103F']",CRMS0398-W01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
302,CRMS0399-H01,louisiana,29.30009482,-91.1054803,"['509', '550']","['206L', '103L']","['103F', '052F']",CRMS0399-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
303,CRMS0400-H01,louisiana,29.48979341,-90.50844745,"['244', '509']","['103R', '206R']","['052F', '103F']",CRMS0400-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
304,CRMS0403-H01,louisiana,29.75715179,-91.14244491,"['244', '509', '550']","['102R', '207L', '103L']","['051F', '104F', '052F']",CRMS0403-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
305,CRMS0403-W01,louisiana,29.76724186,-91.13743307,"['244', '509', '550']","['102R', '207L', '103L']","['051F', '104F', '052F']",CRMS0403-W01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
306,CRMS0409-H01,louisiana,29.47888896,-90.9200266,"['244', '509']","['103R', '206R']","['052F', '103F']",CRMS0409-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
307,CRMS0409-M01,louisiana,29.47873704,-90.91979698,"['244', '509']","['103R', '206R']","['052F', '103F']",CRMS0409-M01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
308,CRMS0409-M100,louisiana,29.47875653,-90.91974502,"['244', '509']","['103R', '206R']","['052F', '103F']",CRMS0409-M100,'Adjusted Water Elevation to Datum (m),Date and Time UTC
309,CRMS0411-H01,louisiana,29.49794364,-90.95129554,"['244', '509']","['103R', '206R']","['052F', '103F']",CRMS0411-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
310,CRMS0411-M01,louisiana,29.4977877,-90.9510417,"['244', '509']","['103R', '206R']","['052F', '103F']",CRMS0411-M01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
311,CRMS0411-M100,louisiana,29.49787524,-90.95116048,"['244', '509']","['103R', '206R']","['052F', '103F']",CRMS0411-M100,'Adjusted Water Elevation to Datum (m),Date and Time UTC
312,CRMS0414-H01,louisiana,29.69903834,-90.9434019,"['244', '509']","['102R', '207R']","['051F', '104F']",CRMS0414-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
313,CRMS0414-W01,louisiana,29.70026553,-90.94362995,"['244', '509']","['102R', '207R']","['051F', '104F']",CRMS0414-W01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
314,CRMS0416-H01,louisiana,29.4758289,-90.48113287,"['203', '244', '509']","['206L', '103R', '206R']","['103F', '052F', '103F']",CRMS0416-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
315,CRMS0421-H01,louisiana,29.17187839,-90.8243322,"['244', '509']","['103R', '206R']","['052F', '103F']",CRMS0421-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
316,CRMS0434-H01,louisiana,29.32038939,-90.73313434,"['244', '509']","['103R', '206R']","['052F', '103F']",CRMS0434-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
317,CRMS0461-H01,louisiana,29.58469486,-91.3260749,"['509', '550']","['206L', '103L']","['103F', '052F']",CRMS0461-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
318,CRMS0463-H01,louisiana,29.49072166,-91.32332139,"['509', '550']","['206L', '103L']","['103F', '052F']",CRMS0463-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
319,CRMS0463-M01,louisiana,29.4905616,-91.3230571,"['509', '550']","['206L', '103L']","['103F', '052F']",CRMS0463-M01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
320,CRMS0464-H01,louisiana,29.51757028,-91.38713632,"['509', '550']","['206L', '103L']","['103F', '052F']",CRMS0464-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
321,CRMS0464-M01,louisiana,29.51799206,-91.3857116,"['509', '550']","['206L', '103L']","['103F', '052F']",CRMS0464-M01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
322,CRMS0465-H01,louisiana,29.53705179,-91.38444646,"['509', '550']","['206L', '103L']","['103F', '052F']",CRMS0465-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
323,CRMS0465-M01,louisiana,29.53759273,-91.38437873,"['509', '550']","['206L', '103L']","['103F', '052F']",CRMS0465-M01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
324,CRMS0479-H01,louisiana,29.52354268,-91.44918281,"['509', '550']","['206L', '103L']","['103F', '052F']",CRMS0479-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
325,CRMS0482-H01,louisiana,29.5858703,-91.35408342,"['509', '550']","['206L', '103L']","['103F', '052F']",CRMS0482-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
326,CRMS0484-H01,louisiana,29.48940753,-91.44956445,"['509', '550']","['206L', '103L']","['103F', '052F']",CRMS0484-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
327,CRMS0488-H01,louisiana,29.70733957,-91.54086426,"['509', '550']","['206L', '103L']","['103F', '052F']",CRMS0488-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
328,CRMS0488-H02,louisiana,29.70680496,-91.54126664,"['509', '550']","['206L', '103L']","['103F', '052F']",CRMS0488-H02,'Adjusted Water Elevation to Datum (m),Date and Time UTC
329,CRMS0489-H01,louisiana,29.60131691,-91.54183618,"['509', '550']","['206L', '103L']","['103F', '052F']",CRMS0489-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
330,CRMS0490-H01,louisiana,29.69004992,-91.51784251,"['509', '550']","['206L', '103L']","['103F', '052F']",CRMS0490-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
331,CRMS0490-W01,louisiana,29.67934654,-91.51046647,"['509', '550']","['206L', '103L']","['103F', '052F']",CRMS0490-W01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
332,CRMS0493-H01,louisiana,29.75572215,-91.75830879,"['231', '550']","['207R', '102R']","['104F', '051F']",CRMS0493-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
333,CRMS0493-H02,louisiana,29.75523812,-91.76115111,"['231', '550']","['207R', '102R']","['104F', '051F']",CRMS0493-H02,'Adjusted Water Elevation to Datum (m),Date and Time UTC
334,CRMS0494-H01,louisiana,29.74263556,-91.79554042,"['231', '550']","['207R', '102R']","['104F', '051F']",CRMS0494-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
335,CRMS0494-H02,louisiana,29.74074036,-91.78883465,"['231', '550']","['207R', '102R']","['104F', '051F']",CRMS0494-H02,'Adjusted Water Elevation to Datum (m),Date and Time UTC
336,CRMS0496-H01,louisiana,29.62921077,-91.54740047,"['509', '550']","['206L', '103L']","['103F', '052F']",CRMS0496-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
337,CRMS0496-H02,louisiana,29.629697,-91.55025972,"['509', '550']","['206L', '103L']","['103F', '052F']",CRMS0496-H02,'Adjusted Water Elevation to Datum (m),Date and Time UTC
338,CRMS0498-H01,louisiana,29.50129732,-91.84962769,"['231', '550']","['206R', '103R']","['103F', '052F']",CRMS0498-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
339,CRMS0498-H02,louisiana,29.49869805,-91.8396526,"['231', '550']","['206R', '103R']","['103F', '052F']",CRMS0498-H02,'Adjusted Water Elevation to Datum (m),Date and Time UTC
340,CRMS0499-H01,louisiana,29.57079966,-91.85497974,"['231', '550']","['206R', '103R']","['103F', '052F']",CRMS0499-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
341,CRMS0501-H01,louisiana,29.63937953,-92.25677022,"['231', '550']","['206L', '102R']","['103F', '051F']",CRMS0501-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
342,CRMS0504-H01,louisiana,29.53674075,-91.88616132,"['231', '550']","['206R', '103R']","['103F', '052F']",CRMS0504-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
343,CRMS0507-H01,louisiana,29.58283371,-92.2250461,"['231', '550']","['206R', '103R']","['103F', '052F']",CRMS0507-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
344,CRMS0508-H01,louisiana,29.63998695,-92.22652869,"['231', '550']","['206R', '102R']","['103F', '051F']",CRMS0508-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
345,CRMS0508-H02,louisiana,29.63472714,-92.2206443,"['231', '550']","['206R', '102R']","['103F', '051F']",CRMS0508-H02,'Adjusted Water Elevation to Datum (m),Date and Time UTC
346,CRMS0511-H01,louisiana,29.88658202,-91.97964741,"['231', '550']","['207R', '102R']","['104F', '051F']",CRMS0511-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
347,CRMS0511-H02,louisiana,29.88161839,-91.9795944,"['231', '550']","['207R', '102R']","['104F', '051F']",CRMS0511-H02,'Adjusted Water Elevation to Datum (m),Date and Time UTC
348,CRMS0511-W01,louisiana,29.88704928,-91.97822391,"['231', '550']","['207R', '102R']","['104F', '051F']",CRMS0511-W01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
349,CRMS0513-H01,louisiana,29.79267329,-91.60424417,"['231', '509', '550']","['207R', '207L', '102L']","['104F', '104F', '051F']",CRMS0513-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
350,CRMS0514-H01,louisiana,29.85266419,-91.82543771,"['231', '550']","['207R', '102R']","['104F', '051F']",CRMS0514-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
351,CRMS0514-H02,louisiana,29.85244471,-91.82963095,"['231', '550']","['207R', '102R']","['104F', '051F']",CRMS0514-H02,'Adjusted Water Elevation to Datum (m),Date and Time UTC
352,CRMS0517-H01,louisiana,29.64272051,-91.57242426,"['509', '550']","['206L', '103L']","['103F', '052F']",CRMS0517-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
353,CRMS0520-H01,louisiana,29.58489343,-91.88534871,"['231', '550']","['206R', '103R']","['103F', '052F']",CRMS0520-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
354,CRMS0522-H01,louisiana,29.49971763,-91.83138829,"['231', '550']","['206R', '103R']","['103F', '052F']",CRMS0522-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
355,CRMS0522-W01,louisiana,29.49803342,-91.82357803,"['231', '550']","['206R', '103R']","['103F', '052F']",CRMS0522-W01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
356,CRMS0523-H01,louisiana,29.57876722,-91.8212396,"['231', '550']","['206R', '103R']","['103F', '052F']",CRMS0523-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
357,CRMS0524-H01,louisiana,29.55697786,-91.81927282,"['231', '550']","['206R', '103R']","['103F', '052F']",CRMS0524-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
358,CRMS0524-W01,louisiana,29.54855562,-91.82304493,"['231', '550']","['206R', '103R']","['103F', '052F']",CRMS0524-W01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
359,CRMS0527-H01,louisiana,29.71160115,-91.85904811,"['231', '550']","['207R', '102R']","['104F', '051F']",CRMS0527-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
360,CRMS0527-H02,louisiana,29.71162138,-91.8590861,"['231', '550']","['207R', '102R']","['104F', '051F']",CRMS0527-H02,'Adjusted Water Elevation to Datum (m),Date and Time UTC
361,CRMS0527-H03,louisiana,29.7090107,-91.85981855,"['231', '550']","['207R', '102R']","['104F', '051F']",CRMS0527-H03,'Adjusted Water Elevation to Datum (m),Date and Time UTC
362,CRMS0528-H01,louisiana,29.82796465,-91.91454947,"['231', '550']","['207R', '102R']","['104F', '051F']",CRMS0528-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
363,CRMS0529-H01,louisiana,29.59976671,-91.91746079,"['231', '550']","['206R', '103R']","['103F', '052F']",CRMS0529-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
364,CRMS0529-H02,louisiana,29.59723784,-91.92141197,"['231', '550']","['206R', '103R']","['103F', '052F']",CRMS0529-H02,'Adjusted Water Elevation to Datum (m),Date and Time UTC
365,CRMS0530-H01,louisiana,29.58201126,-92.01759137,"['231', '550']","['206R', '103R']","['103F', '052F']",CRMS0530-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
366,CRMS0530-W01,louisiana,29.57773536,-92.0105298,"['231', '550']","['206R', '103R']","['103F', '052F']",CRMS0530-W01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
367,CRMS0531-H01,louisiana,29.85606472,-91.95099897,"['231', '550']","['207R', '102R']","['104F', '051F']",CRMS0531-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
368,CRMS0532-H01,louisiana,29.82511521,-91.94862847,"['231', '550']","['207R', '102R']","['104F', '051F']",CRMS0532-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
369,CRMS0535-H01,louisiana,29.64232683,-92.16618616,"['231', '550']","['206R', '102R']","['103F', '051F']",CRMS0535-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
370,CRMS0536-H01,louisiana,29.58210252,-92.25980847,"['231', '272', '550']","['206R', '103L', '103R']","['103F', '052F', '052F']",CRMS0536-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
371,CRMS0536-W01,louisiana,29.58493148,-92.26056221,"['231', '272', '550']","['206R', '103L', '103R']","['103F', '052F', '052F']",CRMS0536-W01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
372,CRMS0541-H01,louisiana,29.61722744,-92.03987242,"['231', '550']","['206R', '103R']","['103F', '052F']",CRMS0541-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
373,CRMS0542-H01,louisiana,29.80488005,-91.63341877,"['231', '509', '550']","['207R', '207L', '102L']","['104F', '104F', '051F']",CRMS0542-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
374,CRMS0542-M01,louisiana,29.80271221,-91.63560089,"['231', '509', '550']","['207R', '207L', '102L']","['104F', '104F', '051F']",CRMS0542-M01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
375,CRMS0542-W01,louisiana,29.80269396,-91.63558045,"['231', '509', '550']","['207R', '207L', '102L']","['104F', '104F', '051F']",CRMS0542-W01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
376,CRMS0543-H01,louisiana,29.75236132,-91.63479964,"['231', '509', '550']","['207R', '206L', '102L']","['104F', '103F', '051F']",CRMS0543-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
377,CRMS0543-H02,louisiana,29.75089388,-91.63601376,"['231', '509', '550']","['207R', '206L', '102L']","['104F', '103F', '051F']",CRMS0543-H02,'Adjusted Water Elevation to Datum (m),Date and Time UTC
378,CRMS0544-H01,louisiana,29.68677739,-91.57612189,"['231', '509', '550']","['207R', '206L', '103L']","['104F', '103F', '052F']",CRMS0544-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
379,CRMS0544-H02,louisiana,29.68677291,-91.57611408,"['231', '509', '550']","['207R', '206L', '103L']","['104F', '103F', '052F']",CRMS0544-H02,'Adjusted Water Elevation to Datum (m),Date and Time UTC
380,CRMS0545-H01,louisiana,29.71218964,-91.6015011,"['231', '509', '550']","['207R', '206L', '102L']","['104F', '103F', '051F']",CRMS0545-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
381,CRMS0547-H01,louisiana,29.83859355,-91.70217418,"['231', '550']","['207R', '102L']","['104F', '051F']",CRMS0547-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
382,CRMS0549-H01,louisiana,29.83198206,-91.85688819,"['231', '550']","['207R', '102R']","['104F', '051F']",CRMS0549-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
383,CRMS0549-H02,louisiana,29.83232874,-91.84894033,"['231', '550']","['207R', '102R']","['104F', '051F']",CRMS0549-H02,'Adjusted Water Elevation to Datum (m),Date and Time UTC
384,CRMS0549-H03,louisiana,29.83380481,-91.84953406,"['231', '550']","['207R', '102R']","['104F', '051F']",CRMS0549-H03,'Adjusted Water Elevation to Datum (m),Date and Time UTC
385,CRMS0550-H01,louisiana,29.76547814,-91.69700334,"['231', '550']","['207R', '102L']","['104F', '051F']",CRMS0550-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
386,CRMS0551-H01,louisiana,29.70193206,-91.54000338,"['509', '550']","['206L', '103L']","['103F', '052F']",CRMS0551-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
387,CRMS0552-H01,louisiana,29.7953582,-92.13552903,"['231', '550']","['207R', '102R']","['104F', '051F']",CRMS0552-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
388,CRMS0552-H02,louisiana,29.7971587,-92.13615893,"['231', '550']","['207R', '102R']","['104F', '051F']",CRMS0552-H02,'Adjusted Water Elevation to Datum (m),Date and Time UTC
389,CRMS0553-H01,louisiana,29.85000591,-93.00573725,"['272', '537']","['102R', '207R']","['051F', '104F']",CRMS0553-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
390,CRMS0553-H02,louisiana,29.84961789,-93.00561119,"['272', '537']","['102R', '207R']","['051F', '104F']",CRMS0553-H02,'Adjusted Water Elevation to Datum (m),Date and Time UTC
391,CRMS0554-H01,louisiana,29.82978708,-92.66481732,"['231', '272']","['207L', '102L']","['104F', '051F']",CRMS0554-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
392,CRMS0556-H01,louisiana,29.91529846,-92.78717652,"['231', '272', '537']","['207L', '102L', '207R']","['104F', '051F', '104F']",CRMS0556-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
393,CRMS0557-H01,louisiana,29.94133769,-92.66730801,"['231', '272']","['207L', '102L']","['104F', '051F']",CRMS0557-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
394,CRMS0560-H01,louisiana,29.85067158,-92.54176995,"['231', '272']","['207L', '102L']","['104F', '051F']",CRMS0560-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
395,CRMS0562-H01,louisiana,29.76587205,-92.7615775,"['231', '272']","['206L', '102L']","['103F', '051F']",CRMS0562-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
396,CRMS0565-H01,louisiana,29.79887614,-92.45079595,"['231', '272']","['207L', '102L']","['104F', '051F']",CRMS0565-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
397,CRMS0567-H01,louisiana,29.90266791,-92.45110879,"['231', '272']","['207L', '102L']","['104F', '051F']",CRMS0567-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
398,CRMS0568-H01,louisiana,29.78446251,-92.41630443,"['231', '272']","['207L', '102L']","['104F', '051F']",CRMS0568-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
399,CRMS0570-H01,louisiana,29.80061186,-92.38919069,"['231', '272', '550']","['207L', '102L', '102R']","['104F', '051F', '051F']",CRMS0570-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
400,CRMS0570-H02,louisiana,29.79793397,-92.38823562,"['231', '272', '550']","['207L', '102L', '102R']","['104F', '051F', '051F']",CRMS0570-H02,'Adjusted Water Elevation to Datum (m),Date and Time UTC
401,CRMS0571-H01,louisiana,29.70955679,-92.29266948,"['231', '272', '550']","['207L', '103L', '102R']","['104F', '052F', '051F']",CRMS0571-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
402,CRMS0572-H01,louisiana,29.7889735,-92.28910755,"['231', '550']","['207L', '102R']","['104F', '051F']",CRMS0572-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
403,CRMS0574-H01,louisiana,29.79597528,-92.63487233,"['231', '272']","['207L', '102L']","['104F', '051F']",CRMS0574-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
404,CRMS0574-H02,louisiana,29.79622195,-92.63264321,"['231', '272']","['207L', '102L']","['104F', '051F']",CRMS0574-H02,'Adjusted Water Elevation to Datum (m),Date and Time UTC
405,CRMS0575-H01,louisiana,29.93194763,-92.94956657,"['272', '537']","['102L', '207R']","['051F', '104F']",CRMS0575-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
406,CRMS0575-W01,louisiana,29.94056825,-92.94799239,"['272', '537']","['102L', '207R']","['051F', '104F']",CRMS0575-W01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
407,CRMS0576-H01,louisiana,29.5913758,-92.48056452,"['231', '272']","['206L', '103L']","['103F', '052F']",CRMS0576-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
408,CRMS0580-H01,louisiana,29.60658139,-92.32309397,"['231', '272', '550']","['206L', '103L', '102R']","['103F', '052F', '051F']",CRMS0580-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
409,CRMS0580-H02,louisiana,29.60530608,-92.32780948,"['231', '272', '550']","['206L', '103L', '102R']","['103F', '052F', '051F']",CRMS0580-H02,'Adjusted Water Elevation to Datum (m),Date and Time UTC
410,CRMS0581-H01,louisiana,29.66521957,-92.72816687,"['231', '272']","['206L', '103L']","['103F', '052F']",CRMS0581-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
411,CRMS0583-H01,louisiana,29.83975918,-92.91694156,"['272', '537']","['102L', '207R']","['051F', '104F']",CRMS0583-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
412,CRMS0584-H01,louisiana,29.79307468,-92.85669759,"['231', '272', '537']","['207L', '102L', '207R']","['104F', '051F', '104F']",CRMS0584-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
413,CRMS0584-H02,louisiana,29.79693593,-92.85804527,"['231', '272', '537']","['207L', '102L', '207R']","['104F', '051F', '104F']",CRMS0584-H02,'Adjusted Water Elevation to Datum (m),Date and Time UTC
414,CRMS0584-H03,louisiana,29.79469237,-92.84520773,"['231', '272', '537']","['207L', '102L', '207R']","['104F', '051F', '104F']",CRMS0584-H03,'Adjusted Water Elevation to Datum (m),Date and Time UTC
415,CRMS0587-H01,louisiana,29.79778664,-92.91262158,"['272', '537']","['102L', '207R']","['051F', '104F']",CRMS0587-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
416,CRMS0587-H02,louisiana,29.79777915,-92.91522376,"['272', '537']","['102L', '207R']","['051F', '104F']",CRMS0587-H02,'Adjusted Water Elevation to Datum (m),Date and Time UTC
417,CRMS0588-H01,louisiana,29.77327315,-92.82291923,"['231', '272', '537']","['206L', '102L', '207R']","['103F', '051F', '104F']",CRMS0588-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
418,CRMS0588-H02,louisiana,29.77341812,-92.82165415,"['231', '272', '537']","['206L', '102L', '207R']","['103F', '051F', '104F']",CRMS0588-H02,'Adjusted Water Elevation to Datum (m),Date and Time UTC
419,CRMS0589-H01,louisiana,29.65696192,-92.81659008,"['231', '272', '537']","['206L', '103L', '207R']","['103F', '052F', '104F']",CRMS0589-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
420,CRMS0589-W01,louisiana,29.6647954,-92.82303445,"['231', '272', '537']","['206L', '103L', '207R']","['103F', '052F', '104F']",CRMS0589-W01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
421,CRMS0590-H01,louisiana,29.93320693,-92.82755145,"['231', '272', '537']","['207L', '102L', '207R']","['104F', '051F', '104F']",CRMS0590-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
422,CRMS0593-H01,louisiana,29.99316174,-92.76101479,"['231', '272', '537']","['207L', '102L', '207R']","['104F', '051F', '104F']",CRMS0593-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
423,CRMS0593-H02,louisiana,29.99317392,-92.76101667,"['231', '272', '537']","['207L', '102L', '207R']","['104F', '051F', '104F']",CRMS0593-H02,'Adjusted Water Elevation to Datum (m),Date and Time UTC
424,CRMS0595-H01,louisiana,29.85370635,-92.63743076,"['231', '272']","['207L', '102L']","['104F', '051F']",CRMS0595-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
425,CRMS0599-H01,louisiana,29.61003843,-92.66320731,"['231', '272']","['206L', '103L']","['103F', '052F']",CRMS0599-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
426,CRMS0599-H02,louisiana,29.60980264,-92.66305543,"['231', '272']","['206L', '103L']","['103F', '052F']",CRMS0599-H02,'Adjusted Water Elevation to Datum (m),Date and Time UTC
427,CRMS0600-H01,louisiana,29.57683854,-92.5348395,"['231', '272']","['206L', '103L']","['103F', '052F']",CRMS0600-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
428,CRMS0600-W01,louisiana,29.57763533,-92.54183623,"['231', '272']","['206L', '103L']","['103F', '052F']",CRMS0600-W01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
429,CRMS0603-H01,louisiana,29.80181949,-92.76010542,"['231', '272']","['207L', '102L']","['104F', '051F']",CRMS0603-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
430,CRMS0604-H01,louisiana,29.75784775,-92.75606505,"['231', '272']","['206L', '102L']","['103F', '051F']",CRMS0604-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
431,CRMS0604-H02,louisiana,29.75832774,-92.7536188,"['231', '272']","['206L', '102L']","['103F', '051F']",CRMS0604-H02,'Adjusted Water Elevation to Datum (m),Date and Time UTC
432,CRMS0605-H01,louisiana,29.86040467,-92.91566504,"['272', '537']","['102L', '207R']","['051F', '104F']",CRMS0605-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
433,CRMS0605-H02,louisiana,29.86042048,-92.91509839,"['272', '537']","['102L', '207R']","['051F', '104F']",CRMS0605-H02,'Adjusted Water Elevation to Datum (m),Date and Time UTC
434,CRMS0608-H01,louisiana,29.67626177,-92.67124941,"['231', '272']","['206L', '103L']","['103F', '052F']",CRMS0608-H01,'Adjusted Water Elevation to Datum (m),Date and Time UTC
